recency,frequency,monetary,customersegment
50,6,2965.69,2
161,3,115.82000000000001,0
5,6,400.86,1
107,5,1442.43,2
25,1,465.88,1
32,1,777.6,1
20,2,90.30000000000001,1
297,1,363.7,0
22,3,918.33,1
5,4,874.59,1
52,5,1624.14,2
30,1,101.69999999999999,1
277,1,162.7,0
61,3,487.72,1
25,2,215.07999999999998,1
186,4,1056.52,0
172,1,290.36,0
81,1,228.06,1
4,1,244.41,1
190,1,455.25,0
22,7,1244.59,2
19,5,1151.43,2
5,1,593.75,1
107,2,558.07,1
3,4,1388.81,1
54,1,119.62,1
165,1,339.3,0
291,3,1670.23,0
109,9,2331.69,2
96,3,922.12,1
243,2,379.73,0
3,7,1032.6499999999999,2
35,2,285.89,1
67,7,3313.79,2
24,2,281.85,1
21,3,866.31,1
6,2,511.12,1
54,1,1077.74,1
15,6,615.3100000000001,1
194,2,865.6,0
3,1,124.2,1
3,5,1558.16,2
127,4,1019.5,1
74,4,678.8100000000001,1
71,1,451.44,1
155,2,141.24,0
113,1,313.62,1
80,3,964.13,1
249,1,463.95,0
232,1,225.15,0
71,3,459.24,1
69,1,213.5,1
51,3,330.03,1
75,1,181.09,1
61,1,360.16,1
16,2,250.15,1
4,1,90.04,1
277,2,149.4,0
4,6,813.52,2
41,1,242.7,1
31,2,561.43,1
75,2,482.47,1
219,1,75.66,0
186,2,137.99,0
33,4,1187.66,1
70,1,618.59,1
183,1,506.19,0
15,2,500.42,1
236,1,151.85,0
31,6,2664.54,2
254,2,248.01,0
4,2,178.96,1
52,4,813.48,1
246,1,129.45,0
81,2,810.5699999999999,1
275,1,333.08,0
79,1,322.8,1
30,6,2193.06,2
74,2,408.63,1
17,7,2888.05,2
223,2,217.9,0
32,5,1184.35,2
23,11,1684.97,2
25,4,1345.64,1
106,1,231.10000000000002,1
5,3,696.83,1
246,1,487.51,0
178,2,833.78,0
170,2,214.06,0
39,2,310.46,1
72,1,518.42,1
16,3,1258.4,1
141,5,607.57,1
10,4,874.43,1
189,1,39.12,0
16,5,1724.85,2
19,1,118.98,1
68,2,567.1800000000001,1
15,6,306.71999999999997,1
24,4,1352.88,1
28,3,1692.27,1
55,2,304.24,1
34,5,1625.52,2
43,1,183.7,1
73,6,1770.34,2
5,5,1028.0,1
61,2,324.24,1
47,9,2979.23,2
1,4,1260.86,1
76,3,541.9399999999999,1
44,3,242.53,1
256,2,1276.0,0
69,2,477.86,1
135,4,657.9000000000001,1
241,1,112.75,0
227,2,1998.0,0
37,3,531.35,1
46,1,656.63,1
85,5,3029.87,2
19,10,2467.99,2
3,5,1651.03,2
9,11,3611.31,2
219,4,1379.06,0
78,1,301.71999999999997,1
267,3,1482.6000000000001,0
15,8,1786.72,2
26,1,152.95,1
262,1,292.47,0
91,2,576.4,1
302,8,764.22,0
26,5,1358.74,2
46,4,1048.28,1
52,4,783.43,1
32,1,603.75,1
52,3,646.76,1
79,7,2278.76,2
53,1,417.59999999999997,1
298,1,3.75,0
172,2,333.45,0
47,2,929.8,1
29,8,2259.38,2
11,7,1291.91,2
25,4,845.16,1
18,5,1515.9,2
45,5,623.93,1
31,1,1764.72,1
58,1,223.92000000000002,1
114,5,1487.63,2
215,1,239.4,0
319,1,106.83000000000001,0
65,1,369.34000000000003,1
8,4,806.74,1
97,1,316.62,1
20,3,1207.24,1
185,2,628.8,0
294,1,34.0,0
273,2,1145.6,0
48,5,498.14,1
260,1,361.54,0
58,6,782.3000000000001,1
33,5,2242.61,2
57,1,171.59,1
68,5,668.12,1
10,11,1691.51,2
60,1,371.54,1
80,2,222.62,1
74,2,245.94,1
100,2,422.24,1
20,1,107.6,1
123,2,594.39,1
8,1,80.8,1
4,8,1571.1200000000001,2
29,8,1721.28,2
282,2,110.38000000000001,0
57,1,243.84,1
89,1,305.62,1
11,1,1162.65,1
163,5,2346.13,2
65,1,332.3,1
23,3,536.99,1
174,2,460.59,0
103,4,762.16,1
143,3,1121.59,1
99,2,288.42,1
23,6,916.64,2
192,2,343.44,0
5,2,547.07,1
8,10,1652.18,2
103,4,417.06,1
96,1,497.61,1
227,1,358.38,0
16,2,460.64,1
39,2,775.1800000000001,1
51,1,341.7,1
93,2,128.5,1
157,1,197.22,0
39,1,325.91,1
184,3,199.15,0
1,4,1106.53,1
228,1,413.46,0
128,2,180.85,1
40,2,251.87,1
197,3,594.8000000000001,0
37,7,1965.02,2
64,4,1267.94,1
50,1,214.32,1
43,1,193.44,1
53,1,281.42,1
187,1,124.57,0
4,3,342.45,1
10,2,144.91000000000003,1
24,2,328.4,1
15,1,35.400000000000006,1
106,5,1022.48,1
60,3,195.87,1
29,4,524.25,1
141,3,207.73999999999998,1
23,5,836.92,1
22,7,2863.19,2
77,3,680.02,1
64,9,2167.59,2
12,6,846.62,2
25,2,26.6,1
31,7,1491.43,2
67,1,432.0,1
67,3,705.12,1
187,2,272.48,0
38,2,429.84000000000003,1
15,3,450.41,1
35,1,192.32999999999998,1
195,3,1578.67,0
2,5,742.43,1
1,7,546.89,2
65,1,202.27,1
299,3,366.53000000000003,0
26,4,565.38,1
8,6,1271.06,2
12,5,1586.53,2
116,1,1706.88,1
29,1,363.2,1
5,8,3054.55,2
82,4,559.59,1
29,5,928.76,1
64,2,394.14,1
4,8,1508.96,2
290,1,113.44,0
36,1,183.76,1
9,6,621.6800000000001,1
24,2,562.41,1
277,1,391.52,0
50,7,1094.3,2
156,11,2592.25,2
61,1,154.18,1
21,4,937.14,1
116,3,543.05,1
4,7,1295.39,2
26,3,378.89,1
53,1,150.23000000000002,1
1,5,596.38,1
55,2,931.03,1
26,1,261.9,1
9,5,3544.9300000000003,2
52,3,3049.88,2
13,10,1931.47,2
212,3,816.73,0
236,1,406.48,0
139,3,435.02,1
4,7,1411.27,2
57,3,1178.56,1
123,4,1292.75,1
109,2,167.61,1
30,1,20.8,1
1,9,2085.08,2
185,5,543.67,0
9,2,325.14,1
239,2,416.64,0
87,1,117.35000000000001,1
39,3,507.05,1
116,1,234.17,1
187,1,110.55000000000001,0
227,1,201.19,0
8,10,2161.47,2
189,1,319.02,0
4,2,439.43,1
39,3,650.41,1
3,2,482.21,1
267,1,251.51999999999998,0
78,1,344.33,1
4,8,1894.95,2
255,2,1028.46,0
61,1,384.06,1
13,8,1916.92,2
30,2,1873.2,1
3,7,1616.8,2
5,1,126.12,1
7,6,1133.25,2
219,1,179.0,0
11,6,1626.76,2
30,9,1486.46,2
288,3,702.0,0
150,6,302.98,1
23,2,484.82,1
73,4,1499.68,2
46,2,1312.1399999999999,1
5,4,781.78,1
51,7,902.4300000000001,2
17,2,205.26000000000002,1
30,1,270.9,1
8,4,604.1800000000001,1
29,3,1838.6100000000001,2
41,2,920.1,1
11,4,1258.08,1
31,1,71.0,1
45,3,95.85,1
61,3,357.77,1
185,2,154.82999999999998,0
79,7,919.26,2
111,2,716.0,1
64,1,146.87,1
12,2,380.35,1
86,3,1030.14,1
16,4,756.47,1
246,3,478.73,0
78,2,1281.42,1
30,1,112.4,1
138,1,449.73,0
27,4,1087.29,1
3,5,1036.58,1
32,4,1735.18,2
9,3,999.53,1
113,3,339.44,1
157,1,642.02,0
85,3,1100.9,1
115,6,986.38,2
96,6,3185.64,2
194,1,240.89000000000001,0
28,1,399.09,1
129,2,500.58,1
28,6,1358.83,2
82,3,1179.89,1
30,5,3080.39,2
266,1,234.24,0
314,5,537.23,0
9,11,1500.69,2
59,3,855.45,1
143,1,112.35,0
114,1,304.24,1
18,4,1446.09,2
18,5,854.47,1
36,3,841.0799999999999,1
36,2,378.2,1
78,1,118.80000000000001,1
22,3,289.74,1
25,2,288.91,1
33,2,2003.85,1
109,3,1405.78,1
35,2,2747.9900000000002,2
123,6,1574.0,2
7,6,2050.08,2
28,4,1991.01,2
4,8,1976.75,2
50,4,1774.03,2
318,2,333.8,0
22,6,1560.12,2
9,7,1051.58,2
2,9,970.92,2
18,2,971.74,1
10,4,1621.73,2
262,1,25.5,0
159,2,665.78,0
29,8,896.65,2
165,1,163.29999999999998,0
47,1,231.61,1
6,10,862.52,2
8,5,868.1,1
288,1,116.19999999999999,0
318,1,157.02,0
3,3,620.21,1
233,1,307.46,0
119,1,138.32,1
162,1,345.29999999999995,0
185,1,294.24,0
50,1,230.5,1
152,7,1002.35,2
5,5,2463.17,2
107,2,413.2,1
16,7,1139.73,2
276,1,380.5,0
247,1,454.12,0
239,1,579.0,0
1,2,984.57,1
106,3,749.78,1
23,6,1749.54,2
52,1,124.88,1
195,4,1875.5,2
24,1,213.78,1
75,1,329.34,1
18,2,251.70000000000002,1
8,3,331.45,1
32,3,1266.97,1
22,4,1543.03,2
31,6,3518.03,2
29,11,1723.71,2
22,2,293.1,1
33,8,2468.3,2
284,1,158.68,0
39,3,223.19,1
50,4,854.68,1
289,1,224.91,0
75,2,322.26,1
218,1,59.9,0
44,5,1456.44,2
202,1,306.13,0
178,3,711.79,0
56,6,799.62,1
57,2,239.92000000000002,1
8,8,3407.71,2
47,2,144.0,1
227,1,203.95,0
11,9,2672.88,2
106,2,383.75,1
59,3,639.74,1
28,7,2093.68,2
36,9,1724.14,2
274,2,262.62,0
30,1,1013.01,1
24,3,692.22,1
54,1,289.78,1
36,6,3560.08,2
169,9,1776.21,2
54,1,384.08,1
53,1,204.24,1
27,9,2334.77,2
253,1,226.85,0
40,11,2821.38,2
60,7,1144.12,2
234,1,113.5,0
4,10,1951.97,2
32,1,114.23,1
7,2,334.48,1
65,1,328.65,1
310,2,416.89,0
309,1,393.49,0
19,6,939.32,2
16,8,1906.09,2
96,2,318.76,1
3,2,417.77,1
35,1,190.88,1
183,1,149.89000000000001,0
25,2,550.06,1
13,6,916.13,2
11,2,314.69,1
313,2,385.05,0
108,2,1135.04,1
53,1,954.9,1
205,1,171.45,0
15,1,280.09000000000003,1
120,1,318.65,1
4,2,381.97,1
117,2,348.91,1
18,1,178.26,1
5,2,271.19,1
41,2,291.48,1
107,2,240.0,1
148,2,581.23,0
52,5,1253.3600000000001,2
208,1,63.440000000000005,0
139,2,550.01,1
2,3,296.58,1
127,2,317.2,1
108,4,763.64,1
42,5,2152.73,2
35,1,107.82,1
228,2,1065.3500000000001,0
241,1,246.04,0
58,1,187.82999999999998,1
130,3,1685.46,1
60,7,1658.3799999999999,2
22,1,151.37,1
26,7,1049.06,2
9,7,1417.63,2
32,4,939.27,1
4,2,513.01,1
308,1,550.8000000000001,0
8,9,1854.06,2
29,3,547.0,1
17,1,128.18,1
101,2,498.42,1
12,4,656.61,1
21,1,163.24,1
15,6,1151.33,2
95,1,82.75,1
78,2,1384.85,1
139,3,644.3,1
18,2,2369.55,2
25,11,2541.08,2
46,5,2676.66,2
100,3,1200.6200000000001,1
8,2,657.16,1
15,9,918.6,2
18,4,986.48,1
280,1,96.8,0
14,2,523.11,1
23,2,363.9,1
124,1,175.2,1
86,1,494.25,1
301,3,307.44,0
151,7,2064.61,2
94,2,243.36,1
157,3,682.29,0
46,1,157.62,1
15,4,519.6899999999999,1
86,1,228.96,1
15,5,1156.6,2
179,1,98.25,0
8,5,1311.2,2
36,3,587.15,1
129,2,1740.0,1
51,1,1393.06,1
312,1,178.22,0
24,2,384.39,1
303,2,360.81,0
11,1,127.86,1
17,3,568.24,1
49,3,488.2,1
239,2,312.23,0
238,1,167.55,0
23,9,2442.02,2
73,4,446.18,1
17,3,418.4,1
41,8,1337.18,2
40,4,646.92,1
219,2,495.77,0
190,4,427.7,0
71,2,203.2,1
11,1,389.71999999999997,1
65,1,65.4,1
4,1,193.39000000000001,1
19,2,336.4,1
15,1,256.11,1
8,6,2686.42,2
20,2,746.81,1
78,4,1259.56,1
164,2,508.8,0
307,2,417.27,0
219,1,203.86999999999998,0
22,2,681.41,1
115,3,653.38,1
126,5,2097.84,2
36,1,263.92,1
1,5,1095.6000000000001,2
330,5,2456.12,0
163,1,32.65,0
185,2,771.85,0
16,5,1214.72,2
12,4,808.94,1
3,7,1258.06,2
44,2,778.0,1
80,1,507.84,1
42,2,463.46000000000004,1
50,3,598.83,1
16,10,2105.61,2
45,4,733.19,1
19,2,759.17,1
72,1,100.8,1
121,4,537.72,1
33,2,265.76,1
313,1,403.3,0
18,2,365.76,1
88,1,303.15999999999997,1
2,9,2414.2200000000003,2
2,2,216.29999999999998,1
247,2,398.6,0
148,5,195.74,1
29,10,2286.86,2
220,1,534.24,0
148,3,2940.04,2
177,2,120.9,0
40,2,541.53,1
2,8,2535.21,2
1,10,1793.8500000000001,2
18,2,486.71999999999997,1
192,4,517.53,0
204,1,131.7,0
127,5,1737.7,2
15,1,316.5,1
43,2,657.3,1
79,8,792.23,2
23,3,735.82,1
51,3,688.44,1
16,6,1890.91,2
158,1,289.96000000000004,0
10,2,763.28,1
10,2,137.0,1
16,6,1898.88,2
45,5,1125.07,2
191,3,697.54,0
79,1,194.37,1
74,2,517.13,1
4,5,1261.84,2
65,3,414.04,1
261,1,396.87,0
59,2,376.64,1
1,11,2257.7599999999998,2
1,11,3575.82,2
248,1,374.57,0
8,2,497.56,1
76,1,272.22,1
290,1,622.88,0
17,3,1138.0,1
221,2,288.6,0
9,4,689.1,1
3,2,558.96,1
206,10,3248.7799999999997,2
162,2,1145.84,0
70,2,310.11,1
262,2,605.58,0
281,1,387.31,0
25,1,308.48,1
29,11,2929.94,2
72,1,513.2,1
128,1,208.65,1
31,4,639.02,1
15,5,764.88,1
309,1,153.94,0
17,7,1848.97,2
54,1,546.81,1
24,4,724.4599999999999,1
2,5,1070.71,1
11,4,652.74,1
1,8,1685.1,2
54,6,989.88,2
1,11,3716.9,2
1,10,2367.12,2
121,2,299.95,1
54,1,223.36,1
280,1,164.4,0
177,1,76.5,0
30,2,887.67,1
26,1,98.42,1
9,3,587.4,1
270,1,170.75,0
43,3,642.32,1
218,3,348.08,0
24,2,148.86,1
197,3,267.16,0
43,6,950.86,2
130,1,1487.6,1
1,5,1952.45,2
20,2,480.31,1
206,1,157.9,0
14,3,541.46,1
95,4,854.95,1
19,1,165.12,1
14,8,1137.38,2
24,3,454.01,1
8,2,869.77,1
332,1,344.14,0
50,4,1425.67,1
71,4,226.75000000000003,1
29,4,398.3,1
243,1,185.65,0
191,2,162.18,0
5,4,457.6,1
253,3,215.72,0
236,1,175.27,0
7,3,1257.3,1
109,4,1116.68,1
100,3,1240.2,1
60,4,2404.17,2
2,3,1468.02,1
73,8,2214.62,2
85,2,993.18,1
12,2,386.69,1
23,7,2806.69,2
214,1,2044.3700000000001,0
18,1,161.67000000000002,1
239,1,116.00999999999999,0
50,5,1954.74,2
217,2,309.36,0
33,2,191.99,1
41,6,1114.08,2
53,10,2104.14,2
57,1,386.32,1
130,3,329.6,1
174,3,571.1999999999999,0
6,3,930.28,1
312,1,214.37,0
60,1,81.44,1
21,4,1423.7,2
33,1,527.0500000000001,1
15,2,843.48,1
18,4,2020.4,2
81,1,75.75,1
6,9,1844.12,2
170,2,503.59999999999997,0
2,3,528.33,1
31,6,1407.34,2
36,9,2358.59,2
9,2,305.19,1
31,2,547.0600000000001,1
276,1,108.5,0
87,1,621.66,1
120,2,712.29,1
219,4,1021.12,0
65,1,133.06,1
61,5,1805.45,2
135,2,875.24,1
21,1,166.08,1
29,5,1239.24,2
277,1,117.55,0
11,8,2706.14,2
73,5,1674.69,2
11,3,704.96,1
141,1,178.75,0
26,9,1817.55,2
19,2,604.64,1
4,2,728.16,1
66,5,2055.51,2
1,2,347.75,1
43,7,3406.7200000000003,2
228,1,205.7,0
16,6,1861.34,2
44,4,3249.7200000000003,2
1,7,1601.87,2
74,2,551.04,1
4,7,1375.5900000000001,2
264,1,298.11,0
53,2,1992.1100000000001,1
24,1,184.4,1
10,7,2489.33,2
44,1,239.41,1
17,7,3155.83,2
127,5,748.4399999999999,1
136,3,213.92,1
142,1,283.12,0
132,2,765.34,1
236,1,338.95,0
261,1,154.95,0
17,6,2560.39,2
253,1,417.95,0
30,6,1929.02,2
35,3,798.74,1
169,2,885.19,0
3,10,1865.92,2
185,2,152.4,0
188,2,263.33,0
170,1,137.45,0
11,2,385.1,1
45,1,522.91,1
321,1,153.0,0
201,1,326.4,0
232,1,139.35,0
26,4,1195.94,1
96,6,2467.44,2
127,6,3276.4000000000005,2
58,4,1070.3500000000001,1
9,2,1077.95,1
4,5,3236.34,2
79,5,1602.02,2
39,2,692.19,1
54,3,700.63,1
9,4,417.39,1
9,2,168.24,1
19,5,1894.75,2
12,8,2796.65,2
113,2,355.11,1
4,7,2353.72,2
235,2,121.7,0
100,2,78.15,1
178,2,674.52,0
5,9,1710.45,2
1,6,1696.99,2
19,8,3408.2000000000003,2
17,3,819.96,1
22,2,287.59,1
33,1,712.78,1
263,1,15.0,0
51,2,772.55,1
159,3,367.63,0
15,1,271.2,1
8,3,2081.9,2
199,5,1143.27,0
57,2,245.81,1
11,2,173.45,1
97,5,1223.68,2
255,1,56.4,0
25,3,647.56,1
21,5,666.72,1
159,2,188.02,0
72,2,283.47,1
53,1,131.94,1
85,2,266.85,1
153,4,1817.54,2
74,2,1117.9,1
281,1,225.9,0
30,1,106.1,1
25,1,300.34,1
180,2,342.83,0
40,4,690.0,1
22,3,780.43,1
22,11,3069.02,2
37,9,1187.21,2
82,4,1318.24,1
74,1,512.31,1
11,1,546.04,1
13,4,699.81,1
14,7,1754.35,2
37,4,36.56,1
4,3,387.68,1
72,8,3748.6699999999996,2
191,2,24.05,0
51,1,298.4,1
5,5,1987.33,2
9,9,2040.21,2
299,1,889.24,0
2,3,398.7,1
33,1,35.400000000000006,1
50,1,155.37,1
3,3,342.24,1
47,1,110.21000000000001,1
42,10,1574.08,2
27,6,3174.2,2
42,1,318.15,1
303,1,205.48,0
107,1,51.559999999999995,1
85,1,2033.1,1
81,9,901.1999999999999,2
218,4,605.8000000000001,0
12,2,114.34,1
185,2,311.26,0
2,6,1442.27,2
305,1,141.92000000000002,0
3,9,2139.48,2
324,1,330.9,0
59,6,3160.0,2
13,3,554.85,1
143,2,333.6,0
30,8,1732.22,2
107,5,428.18,1
205,1,155.9,0
80,6,1943.7600000000002,2
185,7,708.66,2
170,1,237.61,0
44,1,379.45,1
174,1,178.51999999999998,0
304,1,133.35000000000002,0
3,4,664.34,1
4,4,695.0699999999999,1
12,1,156.34,1
32,3,869.28,1
129,1,111.35,1
19,10,916.27,2
212,2,201.37,0
323,2,586.89,0
162,1,203.85999999999999,0
56,3,244.1,1
225,1,107.21,0
72,8,1118.96,2
44,1,95.45,1
23,1,256.32,1
173,4,567.3100000000001,0
85,2,152.06,1
159,1,154.55,0
165,4,209.39999999999998,0
29,1,110.38,1
21,2,193.82,1
71,4,798.99,1
247,1,72.9,0
9,1,366.23,1
310,6,325.46,0
59,2,408.65,1
4,1,329.36,1
45,3,335.03,1
88,1,1304.04,1
64,4,820.23,1
282,1,207.50000000000003,0
133,2,397.29,1
45,2,212.54,1
11,5,851.5,1
36,5,1740.48,2
134,2,408.36,1
29,3,1331.57,1
52,2,704.25,1
138,2,145.79,0
5,1,380.13,1
160,1,99.14,0
131,1,304.56,1
8,1,77.50000000000001,1
233,2,149.57999999999998,0
37,1,176.68,1
147,1,358.56000000000006,0
72,4,492.28000000000003,1
40,4,1026.24,1
199,4,557.3,0
249,1,12.75,0
66,1,111.68,1
117,1,508.4599999999999,1
171,1,73.78,0
142,1,102.41,0
32,2,463.21,1
38,5,1098.43,1
166,2,228.2,0
211,1,562.79,0
242,1,135.19,0
52,1,337.04,1
25,3,703.99,1
29,1,288.14,1
36,5,752.31,1
166,3,811.45,0
145,1,152.68,0
22,1,631.35,1
56,1,20.8,1
185,1,198.57,0
12,8,211.07,2
237,3,630.84,0
225,2,93.35,0
122,6,723.69,1
282,1,76.1,0
37,2,380.39,1
12,2,415.13,1
4,2,226.47,1
23,1,444.68,1
70,9,2116.19,2
235,2,252.49,0
257,1,174.8,0
155,2,187.29,0
28,1,162.22,1
4,1,120.03,1
32,5,1477.66,2
81,3,523.0,1
108,2,122.14,1
52,1,38.45,1
36,1,612.72,1
153,3,542.78,0
99,1,115.31,1
4,3,240.6,1
65,1,93.82000000000001,1
22,2,418.68,1
36,3,713.89,1
32,3,403.12,1
154,6,70.02,1
19,2,357.20000000000005,1
54,1,165.04999999999998,1
25,3,529.29,1
4,11,2091.55,2
45,1,178.34,1
203,2,172.29000000000002,0
66,2,302.96999999999997,1
288,1,363.65,0
10,1,170.16,1
9,4,316.21,1
22,10,2119.41,2
173,3,720.52,0
133,2,814.0,1
75,1,318.0,1
40,1,396.33,1
289,1,101.69999999999999,0
26,7,2024.09,2
258,2,453.0,0
155,2,494.88,0
8,11,2584.41,2
217,2,336.13,0
45,4,3613.15,2
19,2,1231.5,1
36,3,343.45,1
26,1,680.84,1
16,2,93.42999999999999,1
330,2,689.95,0
274,1,101.34,0
61,1,166.03,1
93,5,2129.62,2
82,7,3017.3,2
313,2,580.0500000000001,0
12,3,849.06,1
8,7,2667.35,2
127,1,168.31,1
11,2,222.4,1
37,1,754.64,1
38,1,113.48000000000002,1
330,1,421.9,0
249,2,277.35,0
19,2,229.05,1
12,2,352.69,1
290,1,220.1,0
68,8,1403.1100000000001,2
26,1,315.65,1
214,1,111.15,0
149,2,653.3,0
8,6,1793.06,2
24,2,574.4399999999999,1
30,5,1133.4,2
61,1,200.92000000000002,1
19,3,347.08,1
243,1,112.55000000000001,0
9,4,1073.04,1
211,2,1147.5,0
29,5,681.9100000000001,1
63,4,806.83,1
295,1,152.65,0
151,4,1024.14,1
117,2,1000.16,1
13,4,2861.55,2
141,2,160.35000000000002,0
46,2,179.33999999999997,1
51,3,612.0799999999999,1
32,3,566.58,1
135,2,653.35,1
3,2,399.19,1
75,4,395.42,1
13,2,675.64,1
9,3,455.05,1
301,1,530.15,0
57,2,638.0600000000001,1
10,6,1624.59,2
31,2,404.6,1
177,1,302.46000000000004,0
4,6,1414.21,2
176,9,1196.34,2
61,1,202.65,1
33,3,980.31,1
59,7,1254.1100000000001,2
87,4,2106.84,2
7,1,104.0,1
31,7,1368.1200000000001,2
114,6,1608.21,2
9,6,1793.17,2
5,6,1843.75,2
24,1,366.85,1
218,6,663.62,0
15,1,49.8,1
249,1,304.25,0
15,4,2003.5900000000001,2
78,3,1096.14,1
192,3,294.41,0
262,1,207.79999999999998,0
72,1,957.97,1
151,3,274.56,0
64,2,1051.68,1
95,2,686.63,1
106,1,150.35,1
200,3,1396.99,0
157,1,160.42000000000002,0
71,4,1989.75,2
36,2,517.36,1
29,1,139.10000000000002,1
2,6,2621.38,2
26,5,600.07,1
326,1,216.07,0
237,1,232.48000000000002,0
89,1,299.34000000000003,1
31,1,481.75,1
29,2,621.75,1
206,4,677.62,0
3,11,2119.77,2
220,2,312.78000000000003,0
22,6,1049.91,2
93,1,443.0,1
264,1,158.95000000000002,0
218,1,93.75,0
50,3,790.6,1
9,10,2903.8,2
192,6,2088.87,2
82,5,603.47,1
326,1,440.0,0
72,3,1796.48,2
30,6,882.24,2
3,5,987.1,1
219,5,1561.6100000000001,0
46,1,422.58,1
72,4,2232.4900000000002,2
7,8,2626.56,2
24,2,596.1,1
114,4,825.02,1
17,1,95.34,1
301,2,355.62,0
51,2,518.27,1
89,1,103.3,1
25,3,2338.6000000000004,2
173,8,2676.55,2
43,2,324.24,1
140,1,149.48,0
23,4,1215.24,1
72,2,801.51,1
134,2,51.0,1
38,3,327.35,1
3,7,3092.38,2
2,3,204.0,1
18,2,351.84,1
21,3,348.36,1
58,2,123.13,1
74,1,173.9,1
278,1,180.60000000000002,0
181,1,80.82,0
8,3,179.5,1
43,3,1837.28,2
326,2,154367.2,4
2,7,4310.0,4
33,1,6207.67,4
8,6,6437.08,4
130,1,4008.62,4
79,7,11088.41,4
43,5,5059.32,4
1,7,13375.87,4
80,2,7829.89,4
21,5,5005.46,4
22,4,4067.29,4
11,6,9137.52,4
53,2,7056.679999999999,4
29,9,5018.37,4
23,9,13322.47,4
23,11,5585.28,4
33,8,4573.77,4
5,10,5417.93,4
9,8,4485.72,4
8,5,21096.84,4
22,5,7284.2,4
16,5,11990.960000000001,4
8,7,3781.7400000000002,4
23,11,9687.62,4
190,3,9867.14,4
19,5,3939.31,4
11,7,4478.53,4
67,10,6071.55,4
17,8,4119.62,4
8,10,4899.88,4
7,6,3871.12,4
151,4,3880.33,4
114,1,4873.8099999999995,4
8,6,5011.99,4
9,5,4708.86,4
11,9,4013.7,4
52,10,33438.19,4
2,11,4196.01,4
4,8,4313.56,4
81,1,4366.78,4
4,11,21834.77,4
250,4,5420.699999999999,4
4,7,6989.63,4
10,3,6977.04,4
38,7,6880.88,4
26,10,4059.94,4
64,8,11581.8,4
31,10,4191.42,4
114,6,6912.0,4
16,8,5074.09,4
26,11,5725.47,4
8,9,3957.78,4
30,11,5963.06,4
3,8,6844.64,4
37,5,5895.17,4
45,7,10736.48,4
31,9,4181.58,4
5,9,3825.29,4
68,8,4504.38,4
33,6,4174.38,4
74,4,4098.88,4
23,11,7792.36,4
1,5,5239.2300000000005,4
138,6,5292.57,4
22,5,4039.81,4
22,7,5313.51,4
20,9,4197.12,4
43,7,4582.64,4
154,5,4353.96,4
17,6,5621.29,4
74,6,5976.79,4
47,5,4336.2,4
9,6,5432.43,4
9,10,12689.88,4
15,4,4447.2,4
24,5,4661.69,4
1,6,4263.64,4
17,11,5946.37,4
4,9,3995.55,4
2,8,3905.46,4
3,10,10450.13,4
9,9,8156.62,4
256,5,5454.1,4
16,11,4305.11,4
18,9,4783.9,4
182,5,79183.5,4
17,11,5301.83,4
3,1,3861.0,4
11,11,5756.89,4
67,11,5226.93,4
169,8,3774.69,4
15,8,5983.56,4
65,5,3994.27,4
17,7,5159.06,4
235,4,67532.7,4
44,5,5017.0,4
18,10,3772.67,4
63,9,4481.09,4
10,8,5127.18,4
3,3,12393.7,4
2,10,4122.24,4
29,4,6287.77,4
100,10,10290.88,4
72,4,6617.65,4
45,5,5203.51,4
9,11,5470.85,4
26,4,5415.43,4
14,6,3820.27,4
1,3,336942.1,4
18,3,6748.8,4
10,10,4034.9,4
15,9,5535.96,4
54,11,6893.68,4
18,6,3789.52,4
9,9,4423.1,4
31,11,5575.56,4
5,10,7180.93,4
78,5,4548.45,4
17,11,5466.62,4
1,11,3989.57,4
3,11,5720.2300000000005,4
3,10,3852.71,4
33,7,11232.48,4
16,7,4892.240000000001,4
5,9,3777.55,4
264,11,3810.15,4
17,10,6525.29,4
13,8,4767.36,4
39,8,7330.8,4
30,9,6948.5,4
4,7,5052.26,4
145,1,4287.63,4
58,11,6098.04,4
7,10,4650.4,4
4,6,3939.64,4
2,8,5106.62,4
7,7,5739.46,4
9,7,4301.22,4
7,11,6793.39,4
98,4,4341.32,4
17,8,8483.46,4
87,1,4314.72,4
16,15,3038.98,5
3,12,3719.4,5
58,12,2808.68,5
17,13,2642.83,5
10,13,1352.8500000000001,5
2,13,1833.97,5
8,14,3732.31,5
4,18,2782.35,5
30,16,2809.5,5
4,12,1535.77,5
3,16,3567.13,5
4,12,2648.36,5
32,18,3395.98,5
21,16,2145.78,5
9,14,2383.93,5
15,12,1721.45,5
4,15,2799.19,5
18,15,3221.8,5
1,12,3731.94,5
13,12,2088.94,5
16,13,2512.78,5
100,12,3119.07,5
31,15,2504.13,5
17,14,3136.47,5
2,16,2821.15,5
21,13,3219.77,5
1,14,1906.76,5
30,13,2616.4,5
32,12,3523.06,5
2,18,3021.34,5
41,15,3633.05,5
16,12,3115.37,5
23,12,3056.13,5
2,12,3591.93,5
53,13,2273.9,5
2,24,2084.6,5
26,15,3386.21,5
43,13,2438.2000000000003,5
9,14,2641.66,5
3,15,3701.44,5
2,12,3515.71,5
1,23,2669.24,5
16,15,1627.09,5
5,14,3032.05,5
64,15,2018.69,5
20,14,2549.48,5
7,24,2301.36,5
180,13,1689.52,5
