recency,frequency,monetary,customersegment
227,1,160.54000000000002,0
110,4,1009.73,1
64,1,122.7,1
7,2,3192.54,2
267,2,806.41,0
40,4,1026.24,1
7,1,104.0,1
119,2,645.65,1
10,1,133.5,1
10,4,869.46,1
13,12,3994.78,6
55,4,537.0600000000001,1
177,1,455.3,0
17,4,728.54,1
29,3,547.0,1
19,10,2509.49,2
239,2,409.37,0
29,2,382.98,1
281,8,1102.79,0
78,1,259.17,1
13,10,2079.68,2
43,1,219.39,1
51,14,5092.18,6
2,11,4196.01,4
72,3,1796.48,2
255,1,283.71,0
276,1,305.1,0
221,2,288.6,0
149,1,1710.39,0
34,4,1046.74,1
30,1,125.8,1
301,1,4.5,0
194,1,207.15,0
158,4,622.22,0
28,1,399.09,1
46,2,179.33999999999995,1
7,38,9862.87,6
142,1,102.41,0
132,2,765.34,1
16,5,1214.72,2
284,1,204.5,0
278,1,136.76999999999998,0
33,2,330.45,1
21,5,976.16,1
191,2,24.05,0
57,6,1522.73,2
54,2,484.46,1
61,1,112.08,1
9,3,455.05,1
21,1,446.94000000000005,1
32,6,906.6,2
10,3,102.45,1
16,2,215.48,1
4,31,12279.82,6
20,2,480.31,1
201,1,143.1,0
186,4,719.23,0
157,4,1078.96,0
189,1,39.12,0
4,7,1295.39,2
39,3,223.19,1
87,2,285.74,1
21,3,1107.46,1
301,2,355.62,0
282,1,306.94,0
235,2,200.85,0
4,3,725.2,1
141,1,178.75,0
3,5,987.1,1
6,10,862.52,2
106,1,284.55,1
37,2,332.64,1
80,1,507.84,1
139,3,644.3,1
249,1,463.95,0
15,2,379.65,1
85,5,3029.87,2
71,4,836.33,1
216,1,141.86,0
9,5,1087.2,1
16,15,10733.67,6
318,1,302.58,0
22,5,4039.81,4
21,5,5005.46,4
31,2,812.68,1
24,1,213.78,1
21,6,729.41,1
37,1,147.35,1
51,4,1659.26,2
57,1,158.75,1
96,3,922.12,1
332,1,492.65,0
54,1,223.36,1
330,2,689.95,0
7,2,679.4399999999999,1
78,1,118.8,1
289,1,224.91,0
157,3,682.29,0
51,3,612.0799999999999,1
1,18,3293.29,5
185,2,771.85,0
52,2,924.6,1
17,2,213.94000000000003,1
185,5,950.78,0
24,2,574.4399999999999,1
3,8,1343.05,2
247,1,72.9,0
157,1,197.22,0
79,2,307.76,1
96,1,205.3,1
267,1,676.2,0
53,2,860.41,1
8,3,750.49,1
1,14,4780.0599999999995,6
12,2,705.79,1
9,11,1997.06,2
16,5,11990.96,4
83,1,1708.24,1
23,2,363.9,1
10,12,5055.18,6
53,5,3339.64,2
6,5,986.96,1
71,4,1989.75,2
262,1,200.16,0
70,1,341.36,1
1,8,2409.62,2
165,2,636.51,0
75,5,928.6,1
251,1,127.84,0
17,7,5159.06,4
246,3,392.4,0
7,6,1429.64,2
77,3,690.59,1
212,2,201.37,0
323,1,225.6,0
33,7,11232.48,4
78,1,301.71999999999997,1
2,3,204.0,1
306,5,3661.47,2
9,5,4708.86,4
79,3,561.5699999999999,1
17,3,894.18,1
218,1,185.4,0
228,1,413.46,0
39,8,3454.75,2
162,1,345.29999999999995,0
4,5,2182.9,2
38,1,43.5,1
45,2,212.54,1
38,8,1467.63,2
12,6,846.62,2
32,4,939.27,1
20,14,4645.06,6
319,1,91.8,0
242,1,135.19,0
23,1,256.32,1
99,1,305.28000000000003,1
42,2,463.46,1
29,6,750.45,1
270,1,343.62,0
68,8,1403.11,2
32,1,180.48,1
33,2,191.99,1
99,3,1019.76,1
29,1,363.95,1
64,4,1226.86,1
4,2,513.01,1
12,3,1259.43,1
54,1,384.08,1
70,1,618.59,1
24,21,4233.32,6
18,4,850.0999999999999,1
29,3,1838.61,2
30,9,6948.5,4
143,3,366.65,1
36,4,247.96,1
8,5,3640.67,2
236,1,338.95,0
255,1,56.4,0
34,1,125.58,1
110,2,552.0,1
6,7,1610.11,2
322,3,332.95,0
121,14,3925.77,6
138,1,191.95,0
107,1,120.0,1
214,1,109.13,0
9,10,2903.8,2
16,35,6430.2,6
11,13,14582.35,6
22,1,631.35,1
8,4,806.74,1
24,26,126103.61,6
3,10,3523.35,2
53,5,1800.07,2
65,1,369.34,1
154,5,4353.96,4
9,3,325.03,1
95,2,1080.52,1
258,2,453.0,0
178,2,264.62,0
302,3,1140.35,0
11,1,114.6,1
288,1,584.3199999999999,0
65,2,631.57,1
3,5,1662.3,2
61,1,154.18,1
18,4,986.48,1
240,2,847.41,0
18,2,186.23,1
198,3,705.29,0
35,1,192.33,1
10,16,4807.14,6
10,52,19894.59,6
25,2,26.6,1
135,2,875.24,1
253,3,215.72,0
1,5,5239.2300000000005,4
15,25,7633.19,6
74,1,316.68,1
275,1,223.95,0
122,1,356.0,1
267,2,409.98,0
301,1,3.75,0
4,31,16357.54,6
261,1,154.95,0
88,3,356.85,1
33,1,361.96,1
41,1,542.73,1
237,1,314.45,0
11,2,847.45,1
302,2,167.25,0
35,3,1415.29,1
47,1,231.61,1
295,1,100.5,0
7,12,2041.47,5
35,1,107.82,1
50,2,272.04,1
113,2,612.06,1
46,3,784.58,1
4,6,2274.14,2
40,4,646.92,1
49,3,498.4,1
26,20,4740.09,6
100,2,78.15,1
48,5,498.14,1
33,14,5031.72,6
31,7,2484.29,2
37,2,380.39,1
308,1,381.32,0
29,7,1032.58,2
50,3,598.83,1
8,19,9321.52,6
16,4,756.47,1
50,7,1094.3,2
3,5,787.85,1
45,2,638.05,1
261,1,251.21,0
121,2,1021.58,1
58,4,1070.35,1
145,2,385.64,0
228,1,205.7,0
27,1,108.81,1
38,3,327.35,1
190,2,873.74,0
29,7,2245.34,2
11,7,4478.53,4
202,3,1061.3,0
52,3,3049.88,2
122,5,934.34,1
74,3,572.451,1
4,9,3995.55,4
32,2,1026.59,1
134,2,529.73,1
161,4,225.26,0
5,21,4554.87,6
30,2,890.34,1
156,11,2592.25,2
9,16,5240.18,6
30,2,389.7,1
26,7,2024.09,2
243,1,239.49,0
2,52,17495.010000000002,6
37,1,436.06,1
8,4,768.6300000000001,1
18,2,351.84,1
43,5,2306.52,2
32,7,1457.76,2
198,2,207.8,0
24,1,291.88,1
4,50,16784.44,6
12,14,3171.22,5
91,7,1910.79,2
107,1,213.55,1
10,1,160.18,1
168,2,494.26,0
37,3,531.35,1
75,1,329.34,1
4,2,439.43,1
3,5,1036.58,1
113,1,668.58,1
324,1,330.9,0
10,66,121205.57,6
146,1,80.7,0
4,1,348.8,1
59,7,1652.92,2
6,2,163.62,1
239,2,348.06,0
204,1,89.0,0
80,2,7829.89,4
148,2,581.23,0
59,5,705.87,1
4,1,193.39,1
56,5,2799.42,2
108,2,1135.04,1
246,1,129.45,0
53,1,109.36,1
107,2,240.0,1
144,1,90.0,0
50,11,2151.31,2
233,1,454.24,0
15,8,1387.99,2
19,3,635.41,1
85,1,2033.1,1
243,2,379.73,0
5,2,280.52,1
150,1,179.17,0
81,2,490.86,1
23,7,2806.69,2
2,4,958.37,1
17,11,5301.83,4
3,8,6844.64,4
1,9,1869.51,2
96,5,948.25,1
50,2,173.16,1
8,10,1652.18,2
199,1,327.97,0
117,4,799.9,1
30,8,1732.22,2
67,1,452.89,1
151,7,1753.39,2
265,2,293.45,0
249,1,594.0,0
264,1,922.1,0
241,1,112.75,0
64,2,689.9,1
218,1,208.36,0
252,1,37.4,0
25,1,742.9300000000001,1
105,4,449.52,1
303,1,84.3,0
22,6,1560.12,2
23,12,3990.05,6
4,8,1894.95,2
212,2,1960.97,0
92,3,726.47,1
57,1,216.17,1
87,1,364.5,1
59,4,950.36,1
157,2,1030.4,0
77,3,680.02,1
50,2,457.72,1
12,26,7649.86,6
17,3,568.24,1
29,4,398.3,1
117,2,2791.59,2
133,2,397.29,1
23,3,735.82,1
9,5,2651.0,2
67,2,653.75,1
263,2,241.06,0
29,11,2617.04,2
67,10,6071.55,4
28,7,2093.68,2
330,6,1116.9,0
61,3,357.77,1
1,6,1696.99,2
2,10,2727.24,2
58,1,223.92,1
33,3,1430.54,1
311,1,289.24,0
23,4,1403.41,1
22,19,4345.5,6
60,2,894.4100000000001,1
290,1,574.02,0
9,11,3004.7,2
303,1,238.85,0
14,7,1754.35,2
253,1,417.95,0
15,14,4578.46,6
27,2,761.74,1
247,1,454.12,0
11,5,761.56,1
10,4,1153.62,1
107,4,643.31,1
92,4,1007.03,1
9,11,2814.3,2
3,4,2479.16,2
22,20,50649.11,6
59,2,447.86,1
33,1,671.69,1
108,9,2032.5,2
29,7,1511.8,2
4,16,7095.7300000000005,6
11,31,4856.27,6
4,9,1002.9,2
234,1,409.4,0
17,9,2265.92,2
34,7,1595.96,2
4,21,5768.06,6
85,2,1272.13,1
36,5,2022.98,2
174,1,191.94,0
34,7,1488.92,2
8,2,869.77,1
45,2,1887.96,1
211,2,1147.5,0
190,4,427.7,0
271,2,307.15999999999997,0
31,2,276.56,1
151,4,1024.14,1
26,6,2957.96,2
6,15,2405.58,5
9,7,1417.63,2
4,15,9806.87,6
15,4,546.4,1
53,3,419.46,1
82,3,1179.89,1
85,2,868.9,1
181,1,80.82,0
86,7,899.94,2
54,3,700.63,1
4,2,1053.49,1
265,1,211.5,0
4,7,2353.72,2
22,5,1717.36,2
198,4,213.22,0
1,1,360.0,1
12,1,156.34,1
92,7,1017.12,2
234,1,150.3,0
142,5,1308.75,2
10,2,144.91000000000005,1
106,1,725.6400000000001,1
44,1,95.45,1
26,1,228.91,1
80,5,2392.05,2
274,2,109.8,0
215,1,239.4,0
4,23,6675.71,6
64,1,221.06,1
5,32,11482.29,6
215,1,90.6,0
2,5,2879.7000000000003,2
5,2,247.15,1
1,20,7086.26,6
23,2,511.35,1
325,2,32.0,0
39,1,162.8,1
73,3,789.89,1
9,5,3544.9300000000003,2
30,1,147.59,1
78,3,1126.85,1
130,2,373.82,1
4,3,638.95,1
1,3,336942.1,4
130,1,1487.6,1
189,1,319.02,0
235,4,67532.7,4
17,16,4750.41,6
43,3,1984.32,2
94,3,234.6,1
8,5,868.1,1
26,5,1361.43,2
24,1,337.28,1
267,1,1017.68,0
4,2,243.84,1
64,7,1841.18,2
191,3,697.54,0
11,8,2706.14,2
17,6,1420.84,2
1,17,3022.3,5
79,6,2686.01,2
3,4,1156.07,1
11,9,1493.96,2
152,3,837.66,0
14,1,350.9,1
22,4,1396.69,1
29,3,1567.48,1
1,11,3575.82,2
9,6,1117.94,2
1,6,1388.03,2
11,2,752.4399999999999,1
111,3,1474.06,1
55,1,414.27,1
87,1,117.35,1
104,5,1376.5,2
204,1,131.7,0
25,23,11939.91,6
73,8,3149.18,2
58,1,187.83,1
108,2,648.24,1
303,2,360.81,0
94,2,922.39,1
4,11,21834.77,4
260,1,335.32,0
24,4,974.54,1
123,6,1574.0,2
168,2,2222.21,0
310,1,558.32,0
22,6,1049.91,2
36,26,7368.97,6
75,1,544.08,1
23,1,384.18,1
10,12,10464.85,6
16,6,921.1,2
192,1,324.92,0
10,10,1636.43,2
199,5,1143.27,0
218,2,188.61,0
194,2,208.59,0
288,1,127.86,0
70,1,443.05,1
57,2,721.94,1
135,4,179.35,1
11,31,5683.13,6
45,4,981.86,1
30,1,101.7,1
7,14,4910.6,6
254,1,229.33,0
239,1,579.0,0
8,5,510.01,1
35,2,419.39,1
321,1,158.8,0
30,1,112.4,1
1,11,3716.9,2
29,2,646.68,1
13,5,1355.44,2
12,4,650.4300000000001,1
19,10,1583.19,2
23,3,598.2,1
11,21,8661.89,6
57,2,239.92,1
67,1,432.0,1
259,2,590.0,0
135,1,254.82,0
3,9,2139.48,2
53,5,1401.87,2
72,8,3748.67,2
130,1,477.91,1
10,6,3195.86,2
174,3,571.1999999999999,0
18,2,992.5,1
93,3,379.35,1
15,1,35.400000000000006,1
9,4,1073.04,1
116,1,905.5,1
309,1,393.49,0
30,1,91.68,1
8,3,179.5,1
59,3,855.45,1
1,12,1217.7,5
62,1,298.21,1
70,2,1118.99,1
24,4,1585.46,2
1,8,1014.57,2
39,2,437.82,1
100,3,1240.2,1
330,1,225.9,0
70,9,2116.19,2
120,4,2381.66,2
145,1,783.9,0
2,5,1217.27,2
69,3,824.58,1
24,7,1019.0,2
227,1,358.38,0
7,2,2199.31,2
1,29,14123.85,6
176,5,1709.42,2
71,4,987.86,1
131,1,304.56,1
177,1,46.95,0
2,14,5825.7,6
239,2,114.65,0
54,5,1647.26,2
9,2,381.15,1
4,4,719.4,1
40,3,1835.81,2
19,1,1757.55,1
254,1,836.79,0
312,3,464.22,0
1,43,6369.03,6
202,1,306.13,0
29,9,5018.37,4
80,3,469.0,1
79,1,194.37,1
59,2,408.65,1
310,6,325.46,0
51,13,2881.02,5
243,1,112.55,0
72,6,1051.88,2
5,16,3824.99,6
10,4,891.21,1
90,5,1657.8,2
26,9,3298.19,2
247,2,632.4,0
3,10,10450.13,4
4,2,728.16,1
1,24,8419.94,6
39,4,536.16,1
74,4,4098.88,4
72,8,1118.96,2
9,12,2261.24,5
253,4,500.48,0
29,2,183.44,1
58,3,575.4,1
18,1,322.08,1
2,43,16489.39,6
29,5,1239.24,2
22,7,5313.51,4
86,1,627.16,1
148,3,2103.06,2
170,2,214.06,0
5,20,6145.46,6
26,1,139.56,1
304,1,314.1,0
26,9,1817.55,2
91,1,337.74,1
9,3,488.55,1
38,6,3180.28,2
9,39,17830.92,6
4,18,33512.82,6
106,1,150.35,1
61,2,324.24,1
228,2,1065.35,0
271,1,126.7,0
25,4,845.16,1
15,6,615.3100000000001,1
2,9,2414.2200000000003,2
264,1,298.11,0
4,4,1194.73,1
267,4,951.47,0
24,3,454.01,1
10,6,2420.84,2
225,1,331.18,0
268,1,142.5,0
37,7,1965.02,2
50,2,1070.65,1
58,3,1011.9,1
52,9,1167.37,2
103,1,178.7,1
10,8,3418.39,2
18,8,2358.84,2
15,12,1721.45,5
43,1,183.7,1
3,7,478.84,2
5,2,547.07,1
45,5,623.93,1
19,2,387.44,1
264,1,158.95000000000002,0
38,4,2560.0,2
129,2,1740.0,1
58,1,620.13,1
86,1,228.96,1
310,1,331.24,0
12,3,849.06,1
106,3,149.05,1
64,2,12.4,1
1,4,1260.86,1
90,2,724.76,1
52,5,757.72,1
44,1,449.45,1
59,12,2424.35,5
9,3,1333.68,1
65,1,282.45,1
1,3,1263.14,1
1,27,6511.889999999999,6
20,5,1382.74,2
66,2,195.55,1
149,2,363.65,0
278,1,328.8,0
181,3,483.25,0
31,11,5575.56,4
127,6,3276.4000000000005,2
49,1,413.59,1
9,7,1481.19,2
23,7,2141.09,2
51,1,157.7,1
1,12,3731.94,5
165,1,339.3,0
88,1,1304.04,1
17,2,642.8,1
17,1,128.18,1
36,18,6491.01,6
57,4,1626.13,2
25,1,440.0,1
121,4,537.72,1
119,4,1108.65,1
4,17,6386.59,6
25,6,2123.18,2
45,3,21.950000000000003,1
44,2,306.05,1
17,1,138.6,1
54,1,119.62,1
12,5,1586.53,2
233,2,610.02,0
134,2,540.13,1
24,4,781.28,1
269,1,1829.04,0
8,2,406.6799999999999,1
74,7,861.89,2
23,2,484.82,1
11,4,1006.8,1
25,12,1649.71,5
274,1,101.34,0
70,2,310.11,1
58,6,2836.69,2
8,5,2357.6800000000003,2
79,3,648.73,1
227,1,203.95,0
114,5,1487.63,2
155,1,318.05,0
47,1,255.9,1
23,4,580.35,1
33,5,2242.61,2
106,1,138.14,1
99,5,2158.18,2
123,3,709.71,1
144,1,611.86,0
111,2,716.0,1
7,29,60681.72,6
180,2,342.83,0
223,2,569.8000000000001,0
51,1,1035.45,1
3,5,1905.42,2
174,1,177.34,0
84,1,410.48,1
73,2,356.6,1
85,3,1100.9,1
127,5,1737.7,2
225,1,107.21,0
85,6,2391.7,2
86,1,494.25,1
67,11,5226.93,4
12,7,3190.55,2
